,Entry,Mass,Feature,Feature.1,feature,Feature.2
14445,Q5TBE3,"11,254",Q5TBE3,Q5TBE3,Q5TBE3,Q5TBE3
14446,Q8N9P6,"22,154",Q8N9P6,Q8N9P6,Q8N9P6,Q8N9P6
14447,A2RU37,"13,369",A2RU37,A2RU37,A2RU37,A2RU37
14448,Q9H5X1,"18,355",Q9H5X1,Q9H5X1,Q9H5X1,Q9H5X1
14449,Q9Y3D0,"17,663",Q9Y3D0,Q9Y3D0,Q9Y3D0,Q9Y3D0
14450,Q9Y375,"37,764",Q9Y375,Q9Y375,Q9Y375,Q9Y375
14451,P61160,"44,761",P61160,P61160,P61160,P61160
14452,Q9H6Q4,"53,020",Q9H6Q4,Q9H6Q4,Q9H6Q4,Q9H6Q4
14453,Q9H9F9,"68,297",Q9H9F9,Q9H9F9,Q9H9F9,Q9H9F9
14454,Q99828,"21,703",Q99828,Q99828,Q99828,Q99828
14455,Q96Q77,"21,802",Q96Q77,Q96Q77,Q96Q77,Q96Q77
14456,A0PJX0,"21,745",A0PJX0,A0PJX0,A0PJX0,A0PJX0
14457,Q9H981,"70,484",Q9H981,Q9H981,Q9H981,Q9H981
14458,O15144,"34,333",O15144,O15144,O15144,O15144
14459,O15145,"20,547",O15145,O15145,O15145,O15145
14460,P61158,"47,371",P61158,P61158,P61158,P61158
14461,Q9UHD4,"24,678",Q9UHD4,Q9UHD4,Q9UHD4,Q9UHD4
14462,O43734,"64,666",O43734,O43734,O43734,O43734
14463,P49407,"47,066",P49407,P49407,P49407,P49407
14464,P32121,"46,106",P32121,P32121,P32121,P32121
14465,Q8TBH0,"44,379",Q8TBH0,Q8TBH0,Q8TBH0,Q8TBH0
14466,A6NEK1,"38,383",A6NEK1,A6NEK1,A6NEK1,A6NEK1
14467,Q9NPC3,"31,544",Q9NPC3,Q9NPC3,Q9NPC3,Q9NPC3
14468,P51689,"64,860",P51689,P51689,P51689,P51689
14469,P51690,"65,669",P51690,P51690,P51690,P51690
14470,Q96EG1,"57,061",Q96EG1,Q96EG1,Q96EG1,Q96EG1
14471,Q5FYB0,"67,235",Q5FYB0,Q5FYB0,Q5FYB0,Q5FYB0
14472,Q6UWY0,"61,450",Q6UWY0,Q6UWY0,Q6UWY0,Q6UWY0
14473,Q9HBK9,"41,748",Q9HBK9,Q9HBK9,Q9HBK9,Q9HBK9
14474,Q8WXI3,"50,894",Q8WXI3,Q8WXI3,Q8WXI3,Q8WXI3
14475,O43150,"111,651",O43150,O43150,O43150,O43150
14476,Q8WXK1,"65,799",Q8WXK1,Q8WXK1,Q8WXK1,Q8WXK1
14477,Q96NS5,"49,637",Q96NS5,Q96NS5,Q96NS5,Q96NS5
14478,Q9Y576,"37,014",Q9Y576,Q9Y576,Q9Y576,Q9Y576
14479,Q96Q27,"65,084",Q96Q27,Q96Q27,Q96Q27,Q96Q27
14480,Q8WWX0,"36,341",Q8WWX0,Q8WWX0,Q8WWX0,Q8WWX0
14481,Q9NWX5,"47,136",Q9NWX5,Q9NWX5,Q9NWX5,Q9NWX5
14482,Q96DX5,"31,858",Q96DX5,Q96DX5,Q96DX5,Q96DX5
14483,Q9H1I8,"86,360",Q9H1I8,Q9H1I8,Q9H1I8,Q9H1I8
14484,Q99929,"20,185",Q99929,Q99929,Q99929,Q99929
14485,Q6XD76,"19,253",Q6XD76,Q6XD76,Q6XD76,Q6XD76
14486,Q7RTU5,"29,462",Q7RTU5,Q7RTU5,Q7RTU5,Q7RTU5
14487,Q9Y294,"22,969",Q9Y294,Q9Y294,Q9Y294,Q9Y294
14488,O60513,"40,041",O60513,O60513,O60513,O60513
14489,Q9Y5Z0,"56,180",Q9Y5Z0,Q9Y5Z0,Q9Y5Z0,Q9Y5Z0
14490,O00154,"41,796",O00154,O00154,O00154,O00154
14491,O14867,"81,958",O14867,O14867,O14867,O14867
14492,Q86Y30,"12,114",Q86Y30,Q86Y30,Q86Y30,Q86Y30
14493,Q86Y29,"12,112",Q86Y29,Q86Y29,Q86Y29,Q86Y29
14494,Q99715,"333,147",Q99715,Q99715,Q99715,Q99715
14495,Q8NDB2,"89,282",Q8NDB2,Q8NDB2,Q8NDB2,Q8NDB2
14496,Q9BZE3,"35,074",Q9BZE3,Q9BZE3,Q9BZE3,Q9BZE3
14497,Q9UMQ3,"31,188",Q9UMQ3,Q9UMQ3,Q9UMQ3,Q9UMQ3
14498,Q9UH73,"64,464",Q9UH73,Q9UH73,Q9UH73,Q9UH73
14499,P35613,"42,200",P35613,P35613,P35613,P35613
14500,Q05707,"193,515",Q05707,Q05707,Q05707,Q05707
14501,Q9UIF9,"211,198",Q9UIF9,Q9UIF9,Q9UIF9,Q9UIF9
14502,Q8N1L9,"29,398",Q8N1L9,Q8N1L9,Q8N1L9,Q8N1L9
14503,Q8TAM1,"80,838",Q8TAM1,Q8TAM1,Q8TAM1,Q8TAM1
14504,Q8NFJ9,"65,083",Q8NFJ9,Q8NFJ9,Q8NFJ9,Q8NFJ9
14505,Q9UIG0,"170,903",Q9UIG0,Q9UIG0,Q9UIG0,Q9UIG0
14506,Q8TDM0,"22,758",Q8TDM0,Q8TDM0,Q8TDM0,Q8TDM0
14507,Q9NWK9,"53,918",Q9NWK9,Q9NWK9,Q9NWK9,Q9NWK9
14508,O60756,"9,784",O60756,O60756,O60756,O60756
14509,P41182,"78,846",P41182,P41182,P41182,P41182
14510,Q4VC05,"22,810",Q4VC05,Q4VC05,Q4VC05,Q4VC05
14511,Q5H9F3,"182,526",Q5H9F3,Q5H9F3,Q5H9F3,Q5H9F3
14512,Q9BUT1,"26,724",Q9BUT1,Q9BUT1,Q9BUT1,Q9BUT1
14513,Q8NFU0,"53,497",Q8NFU0,Q8NFU0,Q8NFU0,Q8NFU0
14514,Q9H9E3,"89,083",Q9H9E3,Q9H9E3,Q9H9E3,Q9H9E3
14515,Q9UMD9,"150,419",Q9UMD9,Q9UMD9,Q9UMD9,Q9UMD9
14516,P39060,"178,188",P39060,P39060,P39060,P39060
14517,Q9P218,"135,830",Q9P218,Q9P218,Q9P218,Q9P218
14518,Q9Y6Z7,"30,705",Q9Y6Z7,Q9Y6Z7,Q9Y6Z7,Q9Y6Z7
14519,P16278,"76,075",P16278,P16278,P16278,P16278
14520,Q6ZS62,"13,401",Q6ZS62,Q6ZS62,Q6ZS62,Q6ZS62
14521,P01189,"29,424",P01189,P01189,P01189,P01189
14522,A2RUU4,"14,057",A2RUU4,A2RUU4,A2RUU4,A2RUU4
14523,Q6UWE3,"10,812",Q6UWE3,Q6UWE3,Q6UWE3,Q6UWE3
14524,Q15582,"74,681",Q15582,Q15582,Q15582,Q15582
14525,Q6ZT62,"73,599",Q6ZT62,Q6ZT62,Q6ZT62,Q6ZT62
14526,Q8N668,"21,178",Q8N668,Q8N668,Q8N668,Q8N668
14527,Q9GZQ3,"24,670",Q9GZQ3,Q9GZQ3,Q9GZQ3,Q9GZQ3
14528,Q7Z4G1,"9,638",Q7Z4G1,Q7Z4G1,Q7Z4G1,Q7Z4G1
14529,Q86VX2,"22,540",Q86VX2,Q86VX2,Q86VX2,Q86VX2
14530,Q9NX08,"21,090",Q9NX08,Q9NX08,Q9NX08,Q9NX08
14531,Q9P000,"21,819",Q9P000,Q9P000,Q9P000,Q9P000
14532,Q9Y6G5,"22,966",Q9Y6G5,Q9Y6G5,Q9Y6G5,Q9Y6G5
14533,Q6PI77,"60,291",Q6PI77,Q6PI77,Q6PI77,Q6PI77
14534,A1A5D9,"56,834",A1A5D9,A1A5D9,A1A5D9,A1A5D9
14535,Q7RTS1,"20,818",Q7RTS1,Q7RTS1,Q7RTS1,Q7RTS1
14536,Q9H0L4,"64,437",Q9H0L4,Q9H0L4,Q9H0L4,Q9H0L4
14537,O94985,"109,793",O94985,O94985,O94985,O94985
14538,P49711,"82,785",P49711,P49711,P49711,P49711
14539,Q9Y5B0,"104,399",Q9Y5B0,Q9Y5B0,Q9Y5B0,Q9Y5B0
14540,Q6QNY1,"15,961",Q6QNY1,Q6QNY1,Q6QNY1,Q6QNY1
14541,Q9GZU7,"29,203",Q9GZU7,Q9GZU7,Q9GZU7,Q9GZU7
14542,Q8NGC8,"35,499",Q8NGC8,Q8NGC8,Q8NGC8,Q8NGC8
14543,Q8NGB8,"35,369",Q8NGB8,Q8NGB8,Q8NGB8,Q8NGB8
14544,Q9H205,"35,270",Q9H205,Q9H205,Q9H205,Q9H205
14545,Q8NGE2,"34,902",Q8NGE2,Q8NGE2,Q8NGE2,Q8NGE2
14546,Q9H207,"35,519",Q9H207,Q9H207,Q9H207,Q9H207
14547,Q8NH54,"35,611",Q8NH54,Q8NH54,Q8NH54,Q8NH54
14548,Q8NG92,"34,570",Q8NG92,Q8NG92,Q8NG92,Q8NG92
14549,Q8NGI1,"35,955",Q8NGI1,Q8NGI1,Q8NGI1,Q8NGI1
14550,Q8NH04,"35,514",Q8NH04,Q8NH04,Q8NH04,Q8NH04
14551,Q8NG76,"35,876",Q8NG76,Q8NG76,Q8NG76,Q8NG76
14552,Q8NH89,"33,542",Q8NH89,Q8NH89,Q8NH89,Q8NH89
14553,A6NGY5,"35,849",A6NGY5,A6NGY5,A6NGY5,A6NGY5
14554,Q8NH61,"38,518",Q8NH61,Q8NH61,Q8NH61,Q8NH61
14555,Q9H1B4,"45,628",Q9H1B4,Q9H1B4,Q9H1B4,Q9H1B4
14556,Q9H342,"34,838",Q9H342,Q9H342,Q9H342,Q9H342
14557,Q9Y530,"17,025",Q9Y530,Q9Y530,Q9Y530,Q9Y530
14558,Q6IFN5,"38,279",Q6IFN5,Q6IFN5,Q6IFN5,Q6IFN5
14559,P58417,"31,082",P58417,P58417,P58417,P58417
14560,Q8NGK6,"35,386",Q8NGK6,Q8NGK6,Q8NGK6,Q8NGK6
14561,Q8NH60,"35,091",Q8NH60,Q8NH60,Q8NH60,Q8NH60
14562,Q96MR7,"17,524",Q96MR7,Q96MR7,Q96MR7,Q96MR7
14563,Q96KK4,"34,384",Q96KK4,Q96KK4,Q96KK4,Q96KK4
14564,Q8NH80,"34,812",Q8NH80,Q8NH80,Q8NH80,Q8NH80
14565,Q8NGN7,"33,107",Q8NGN7,Q8NGN7,Q8NGN7,Q8NGN7
14566,Q8NGN3,"34,569",Q8NGN3,Q8NGN3,Q8NGN3,Q8NGN3
14567,P30954,"35,925",P30954,P30954,P30954,P30954
14568,Q9UNM6,"42,945",Q9UNM6,Q9UNM6,Q9UNM6,Q9UNM6
14569,Q8TAD7,"6,407",Q8TAD7,Q8TAD7,Q8TAD7,Q8TAD7
14570,Q9BR26,"61,579",Q9BR26,Q9BR26,Q9BR26,Q9BR26
14571,P0CE71,"12,129",P0CE71,P0CE71,P0CE71,P0CE71
14572,P12694,"50,471",P12694,P12694,P12694,P12694
14573,A1E959,"30,777",A1E959,A1E959,A1E959,A1E959
14574,Q17RF5,"15,556",Q17RF5,Q17RF5,Q17RF5,Q17RF5
14575,Q2M2E3,"29,233",Q2M2E3,Q2M2E3,Q2M2E3,Q2M2E3
14576,Q9ULJ1,"73,728",Q9ULJ1,Q9ULJ1,Q9ULJ1,Q9ULJ1
14577,Q5TC84,"51,252",Q5TC84,Q5TC84,Q5TC84,Q5TC84
14578,O15527,"38,782",O15527,O15527,O15527,O15527
14579,Q8NG80,"35,648",Q8NG80,Q8NG80,Q8NG80,Q8NG80
14580,Q8N349,"35,634",Q8N349,Q8N349,Q8N349,Q8N349
14581,Q8NGM1,"35,667",Q8NGM1,Q8NGM1,Q8NGM1,Q8NGM1
14582,Q15615,"35,240",Q15615,Q15615,Q15615,Q15615
14583,Q96R27,"35,071",Q96R27,Q96R27,Q96R27,Q96R27
14584,A3KFT3,"35,112",A3KFT3,A3KFT3,A3KFT3,A3KFT3
14585,Q8NGG8,"35,305",Q8NGG8,Q8NGG8,Q8NGG8,Q8NGG8
14586,Q8NH18,"34,808",Q8NH18,Q8NH18,Q8NH18,Q8NH18
14587,Q8NHB7,"35,185",Q8NHB7,Q8NHB7,Q8NHB7,Q8NHB7
14588,Q6IFH4,"35,029",Q6IFH4,Q6IFH4,Q6IFH4,Q6IFH4
14589,Q8NGW1,"37,232",Q8NGW1,Q8NGW1,Q8NGW1,Q8NGW1
14590,Q9NZP2,"35,178",Q9NZP2,Q9NZP2,Q9NZP2,Q9NZP2
14591,Q8NGB9,"35,355",Q8NGB9,Q8NGB9,Q8NGB9,Q8NGB9
14592,Q8NGD4,"35,201",Q8NGD4,Q8NGD4,Q8NGD4,Q8NGD4
14593,Q8N162,"35,422",Q8N162,Q8N162,Q8N162,Q8N162
14594,Q13415,"97,350",Q13415,Q13415,Q13415,Q13415
14595,Q8NGM8,"35,328",Q8NGM8,Q8NGM8,Q8NGM8,Q8NGM8
14596,Q8NH09,"39,645",Q8NH09,Q8NH09,Q8NH09,Q8NH09
14597,Q8NH10,"35,088",Q8NH10,Q8NH10,Q8NH10,Q8NH10
14598,P0C7N5,"35,054",P0C7N5,P0C7N5,P0C7N5,P0C7N5
14599,Q8NH40,"36,127",Q8NH40,Q8NH40,Q8NH40,Q8NH40
14600,Q13416,"65,972",Q13416,Q13416,Q13416,Q13416
14601,Q8NGU2,"35,758",Q8NGU2,Q8NGU2,Q8NGU2,Q8NGU2
14602,Q8NG99,"35,931",Q8NG99,Q8NG99,Q8NG99,Q8NG99
14603,O43614,"50,694",O43614,O43614,O43614,O43614
14604,Q8N573,"97,970",Q8N573,Q8N573,Q8N573,Q8N573
14605,Q99489,"37,535",Q99489,Q99489,Q99489,Q99489
14606,Q9NWU1,"48,843",Q9NWU1,Q9NWU1,Q9NWU1,Q9NWU1
14607,O95747,"58,022",O95747,O95747,O95747,O95747
14608,Q15072,"33,308",Q15072,Q15072,Q15072,Q15072
14609,A8CG34,"125,092",A8CG34,A8CG34,A8CG34,A8CG34
14610,Q8N7R1,"31,848",Q8N7R1,Q8N7R1,Q8N7R1,Q8N7R1
14611,E9PI22,"31,050",E9PI22,E9PI22,E9PI22,E9PI22
14612,P0DMB1,"31,050",P0DMB1,P0DMB1,P0DMB1,P0DMB1
14613,Q5BKU9,"15,855",Q5BKU9,Q5BKU9,Q5BKU9,Q5BKU9
14614,Q96HP4,"34,854",Q96HP4,Q96HP4,Q96HP4,Q96HP4
14615,P51575,"44,980",P51575,P51575,P51575,P51575
14616,Q93086,"47,205",Q93086,Q93086,Q93086,Q93086
14617,O00398,"38,774",O00398,O00398,O00398,O00398
14618,Q99572,"68,585",Q99572,Q99572,Q99572,Q99572
14619,P47900,"42,072",P47900,P47900,P47900,P47900
14620,Q32P28,"83,394",Q32P28,Q32P28,Q32P28,Q32P28
14621,O43422,"87,704",O43422,O43422,O43422,O43422
14622,P13674,"61,049",P13674,P13674,P13674,P13674
14623,O15460,"60,902",O15460,O15460,O15460,O15460
14624,Q7Z4N8,"61,126",Q7Z4N8,Q7Z4N8,Q7Z4N8,Q7Z4N8
14625,Q06416,"38,588",Q06416,Q06416,Q06416,Q06416
14626,Q8NBR0,"42,238",Q8NBR0,Q8NBR0,Q8NBR0,Q8NBR0
14627,Q9H3D4,"76,785",Q9H3D4,Q9H3D4,Q9H3D4,Q9H3D4
14628,Q3MJ16,"99,190",Q3MJ16,Q3MJ16,Q3MJ16,Q3MJ16
14629,Q68DD2,"95,082",Q68DD2,Q68DD2,Q68DD2,Q68DD2
14630,Q9UQ80,"43,787",Q9UQ80,Q9UQ80,Q9UQ80,Q9UQ80
14631,P0CB38,"41,854",P0CB38,P0CB38,P0CB38,P0CB38
14632,Q9ULW8,"74,743",Q9ULW8,Q9ULW8,Q9ULW8,Q9ULW8
14633,Q8NCC3,"46,658",Q8NCC3,Q8NCC3,Q8NCC3,Q8NCC3
14634,Q96GU1,"14,046",Q96GU1,Q96GU1,Q96GU1,Q96GU1
14635,Q8IYL9,"39,333",Q8IYL9,Q8IYL9,Q8IYL9,Q8IYL9
14636,P05121,"45,060",P05121,P05121,P05121,P05121
14637,Q9ULR5,"14,237",Q9ULR5,Q9ULR5,Q9ULR5,Q9ULR5
14638,P25105,"39,203",P25105,P25105,P25105,P25105
14639,Q9P286,"80,745",Q9P286,Q9P286,Q9P286,Q9P286
14640,Q13177,"58,043",Q13177,Q13177,Q13177,Q13177
14641,O75914,"62,310",O75914,O75914,O75914,O75914
14642,A0A0B4J2A2,"18,156",A0A0B4J2A2,A0A0B4J2A2,A0A0B4J2A2,A0A0B4J2A2
14643,A0A075B759,"18,197",A0A075B759,A0A075B759,A0A075B759,A0A075B759
14644,P0DN37,"18,166",P0DN37,P0DN37,P0DN37,P0DN37
14645,Q9Y536,"18,182",Q9Y536,Q9Y536,Q9Y536,Q9Y536
14646,Q9UKA9,"57,491",Q9UKA9,Q9UKA9,Q9UKA9,Q9UKA9
14647,Q8WX93,"150,564",Q8WX93,Q8WX93,Q8WX93,Q8WX93
14648,Q8IXS6,"42,185",Q8IXS6,Q8IXS6,Q8IXS6,Q8IXS6
14649,Q9NP74,"62,758",Q9NP74,Q9NP74,Q9NP74,Q9NP74
14650,O75781,"42,076",O75781,O75781,O75781,O75781
14651,Q15397,"73,584",Q15397,Q15397,Q15397,Q15397
14652,P23759,"55,119",P23759,P23759,P23759,P23759
14653,Q06710,"48,218",Q06710,Q06710,Q06710,Q06710
14654,P49023,"64,505",P49023,P49023,P49023,P49023
14655,Q9BUH6,"21,640",Q9BUH6,Q9BUH6,Q9BUH6,Q9BUH6
14656,P15863,"55,499",P15863,P15863,P15863,P15863
14657,Q02962,"44,706",Q02962,Q02962,Q02962,Q02962
14658,Q02548,"42,149",Q02548,Q02548,Q02548,Q02548
14659,Q06203,"57,399",Q06203,Q06203,Q06203,Q06203
14660,P22102,"107,767",P22102,P22102,P22102,P22102
14661,Q86U86,"192,948",Q86U86,Q86U86,Q86U86,Q86U86
14662,Q9BVG4,"26,057",Q9BVG4,Q9BVG4,Q9BVG4,Q9BVG4
14663,O15067,"144,734",O15067,O15067,O15067,O15067
14664,P40424,"46,626",P40424,P40424,P40424,P40424
14665,Q9BZA8,"146,775",Q9BZA8,Q9BZA8,Q9BZA8,Q9BZA8
14666,Q8NF37,"59,151",Q8NF37,Q8NF37,Q8NF37,Q8NF37
14667,Q7L5N7,"60,208",Q7L5N7,Q7L5N7,Q7L5N7,Q7L5N7
14668,P57723,"41,482",P57723,P57723,P57723,P57723
14669,P05165,"80,059",P05165,P05165,P05165,P05165
14670,Q9P2E7,"112,936",Q9P2E7,Q9P2E7,Q9P2E7,Q9P2E7
14671,Q9NPG4,"128,995",Q9NPG4,Q9NPG4,Q9NPG4,Q9NPG4
14672,Q8N6Y1,"104,919",Q8N6Y1,Q8N6Y1,Q8N6Y1,Q8N6Y1
14673,Q6V1P9,"322,234",Q6V1P9,Q6V1P9,Q6V1P9,Q6V1P9
14674,Q9Y5E1,"87,099",Q9Y5E1,Q9Y5E1,Q9Y5E1,Q9Y5E1
14675,Q9Y5H9,"102,063",Q9Y5H9,Q9Y5H9,Q9Y5H9,Q9Y5H9
14676,Q9UN74,"102,293",Q9UN74,Q9UN74,Q9UN74,Q9UN74
14677,Q9Y5F0,"87,552",Q9Y5F0,Q9Y5F0,Q9Y5F0,Q9Y5F0
14678,Q9Y5E9,"87,548",Q9Y5E9,Q9Y5E9,Q9Y5E9,Q9Y5E9
14679,Q9NRJ7,"84,983",Q9NRJ7,Q9NRJ7,Q9NRJ7,Q9NRJ7
14680,Q9Y5H6,"103,051",Q9Y5H6,Q9Y5H6,Q9Y5H6,Q9Y5H6
14681,Q9Y5H5,"102,402",Q9Y5H5,Q9Y5H5,Q9Y5H5,Q9Y5H5
14682,Q9Y5I0,"102,483",Q9Y5I0,Q9Y5I0,Q9Y5I0,Q9Y5I0
14683,Q9Y5F3,"90,491",Q9Y5F3,Q9Y5F3,Q9Y5F3,Q9Y5F3
14684,Q9Y5E7,"87,254",Q9Y5E7,Q9Y5E7,Q9Y5E7,Q9Y5E7
14685,Q9Y5G7,"100,871",Q9Y5G7,Q9Y5G7,Q9Y5G7,Q9Y5G7
14686,Q9Y5E5,"87,270",Q9Y5E5,Q9Y5E5,Q9Y5E5,Q9Y5E5
14687,Q9Y5G5,"101,480",Q9Y5G5,Q9Y5G5,Q9Y5G5,Q9Y5G5
14688,Q9Y5E3,"87,350",Q9Y5E3,Q9Y5E3,Q9Y5E3,Q9Y5E3
14689,Q9Y5G3,"100,360",Q9Y5G3,Q9Y5G3,Q9Y5G3,Q9Y5G3
14690,Q9Y5G2,"100,875",Q9Y5G2,Q9Y5G2,Q9Y5G2,Q9Y5G2
14691,Q9Y5G0,"99,875",Q9Y5G0,Q9Y5G0,Q9Y5G0,Q9Y5G0
14692,Q9Y5F8,"100,974",Q9Y5F8,Q9Y5F8,Q9Y5F8,Q9Y5F8
14693,Q9UN70,"101,077",Q9UN70,Q9UN70,Q9UN70,Q9UN70
14694,Q9Y5F7,"101,214",Q9Y5F7,Q9Y5F7,Q9Y5F7,Q9Y5F7
14695,Q9Y5F6,"101,921",Q9Y5F6,Q9Y5F6,Q9Y5F6,Q9Y5F6
14696,O60245,"116,071",O60245,O60245,O60245,O60245
14697,Q4G0U5,"96,891",Q4G0U5,Q4G0U5,Q4G0U5,Q4G0U5
14698,Q9BSM1,"30,346",Q9BSM1,Q9BSM1,Q9BSM1,Q9BSM1
14699,Q86SE9,"29,714",Q86SE9,Q86SE9,Q86SE9,Q86SE9
14700,Q9BYE7,"39,047",Q9BYE7,Q9BYE7,Q9BYE7,Q9BYE7
14701,Q15645,"48,551",Q15645,Q15645,Q15645,Q15645
14702,Q5JVF3,"46,030",Q5JVF3,Q5JVF3,Q5JVF3,Q5JVF3
14703,Q16822,"70,699",Q16822,Q16822,Q16822,Q16822
14704,P35558,"69,195",P35558,P35558,P35558,P35558
14705,Q7Z2X4,"28,272",Q7Z2X4,Q7Z2X4,Q7Z2X4,Q7Z2X4
14706,P42785,"55,800",P42785,P42785,P42785,P42785
14707,Q13308,"118,392",Q13308,Q13308,Q13308,Q13308
14708,Q8TE04,"64,339",Q8TE04,Q8TE04,Q8TE04,Q8TE04
14709,Q9BZ23,"62,681",Q9BZ23,Q9BZ23,Q9BZ23,Q9BZ23
14710,Q9H999,"41,094",Q9H999,Q9H999,Q9H999,Q9H999
14711,Q9NVE7,"85,991",Q9NVE7,Q9NVE7,Q9NVE7,Q9NVE7
14712,Q7Z3H0,"49,403",Q7Z3H0,Q7Z3H0,Q7Z3H0,Q7Z3H0
14713,Q96RD7,"48,050",Q96RD7,Q96RD7,Q96RD7,Q96RD7
14714,Q5JQF8,"22,799",Q5JQF8,Q5JQF8,Q5JQF8,Q5JQF8
14715,P51003,"82,843",P51003,P51003,P51003,P51003
14716,Q9BWT3,"82,803",Q9BWT3,Q9BWT3,Q9BWT3,Q9BWT3
14717,P20962,"11,530",P20962,P20962,P20962,P20962
14718,Q13219,"180,973",Q13219,Q13219,Q13219,Q13219
14719,Q96A54,"42,616",Q96A54,Q96A54,Q96A54,Q96A54
14720,Q8N4S7,"29,126",Q8N4S7,Q8N4S7,Q8N4S7,Q8N4S7
14721,Q9NXK6,"38,014",Q9NXK6,Q9NXK6,Q9NXK6,Q9NXK6
14722,Q05209,"88,106",Q05209,Q05209,Q05209,Q05209
14723,Q12923,"276,906",Q12923,Q12923,Q12923,Q12923
14724,Q8IY49,"31,264",Q8IY49,Q8IY49,Q8IY49,Q8IY49
14725,Q53GL7,"109,998",Q53GL7,Q53GL7,Q53GL7,Q53GL7
14726,P18031,"49,967",P18031,P18031,P18031,P18031
14727,Q9H0J9,"79,064",Q9H0J9,Q9H0J9,Q9H0J9,Q9H0J9
14728,Q4JDL3,"48,423",Q4JDL3,Q4JDL3,Q4JDL3,Q4JDL3
14729,Q16825,"133,281",Q16825,Q16825,Q16825,Q16825
14730,Q8N5Y8,"36,383",Q8N5Y8,Q8N5Y8,Q8N5Y8,Q8N5Y8
14731,P17706,"48,473",P17706,P17706,P17706,P17706
14732,P55085,"44,126",P55085,P55085,P55085,P55085
14733,P54829,"63,538",P54829,P54829,P54829,P54829
14734,Q8TEW8,"132,494",Q8TEW8,Q8TEW8,Q8TEW8,Q8TEW8
14735,O00254,"42,508",O00254,O00254,O00254,O00254
14736,Q86YD1,"46,869",Q86YD1,Q86YD1,Q86YD1,Q86YD1
14737,Q15257,"40,668",Q15257,Q15257,Q15257,Q15257
14738,Q16849,"105,848",Q16849,Q16849,Q16849,Q16849
14739,Q9NWS1,"65,054",Q9NWS1,Q9NWS1,Q9NWS1,Q9NWS1
14740,Q16827,"138,344",Q16827,Q16827,Q16827,Q16827
14741,Q9UMZ3,"260,924",Q9UMZ3,Q9UMZ3,Q9UMZ3,Q9UMZ3
14742,Q13332,"217,041",Q13332,Q13332,Q13332,Q13332
14743,O14522,"162,134",O14522,O14522,O14522,O14522
14744,Q92729,"162,423",Q92729,Q92729,Q92729,Q92729
14745,Q6UWI2,"32,289",Q6UWI2,Q6UWI2,Q6UWI2,Q6UWI2
14746,Q03393,"16,386",Q03393,Q03393,Q03393,Q03393
14747,O95453,"73,451",O95453,O95453,O95453,O95453
14748,P09874,"113,084",P09874,P09874,P09874,P09874
14749,Q9UKK3,"192,595",Q9UKK3,Q9UKK3,Q9UKK3,Q9UKK3
14750,Q8N3A8,"95,871",Q8N3A8,Q8N3A8,Q8N3A8,Q8N3A8
14751,Q8IXQ6,"96,343",Q8IXQ6,Q8IXQ6,Q8IXQ6,Q8IXQ6
14752,Q7Z3E1,"76,227",Q7Z3E1,Q7Z3E1,Q7Z3E1,Q7Z3E1
14753,Q6GMV3,"15,805",Q6GMV3,Q6GMV3,Q6GMV3,Q6GMV3
14754,Q9HBI0,"37,485",Q9HBI0,Q9HBI0,Q9HBI0,Q9HBI0
14755,P48651,"55,528",P48651,P48651,P48651,P48651
14756,Q9BVG9,"56,253",Q9BVG9,Q9BVG9,Q9BVG9,Q9BVG9
14757,O95997,"22,024",O95997,O95997,O95997,O95997
14758,P26022,"41,976",P26022,P26022,P26022,P26022
14759,Q9UHX1,"59,875",Q9UHX1,Q9UHX1,Q9UHX1,Q9UHX1
14760,Q14671,"126,473",Q14671,Q14671,Q14671,Q14671
14761,Q8TB72,"114,216",Q8TB72,Q8TB72,Q8TB72,Q8TB72
14762,P26367,"46,683",P26367,P26367,P26367,P26367
14763,P55771,"36,310",P55771,P55771,P55771,P55771
14764,Q9Y5B6,"104,804",Q9Y5B6,Q9Y5B6,Q9Y5B6,Q9Y5B6
14765,Q6ZW49,"121,341",Q6ZW49,Q6ZW49,Q6ZW49,Q6ZW49
14766,Q96IZ0,"36,568",Q96IZ0,Q96IZ0,Q96IZ0,Q96IZ0
14767,P23760,"52,968",P23760,P23760,P23760,P23760
14768,O43316,"37,833",O43316,O43316,O43316,O43316
14769,P40425,"45,881",P40425,P40425,P40425,P40425
14770,A6NKN8,"7,476",A6NKN8,A6NKN8,A6NKN8,A6NKN8
14771,A6NGG8,"139,655",A6NGG8,A6NGG8,A6NGG8,A6NGG8
14772,Q15365,"37,498",Q15365,Q15365,Q15365,Q15365
14773,Q15366,"38,580",Q15366,Q15366,Q15366,Q15366
14774,P57721,"39,465",P57721,P57721,P57721,P57721
14775,P05166,"58,216",P05166,P05166,P05166,P05166
14776,Q96QU1,"216,069",Q96QU1,Q96QU1,Q96QU1,Q96QU1
14777,Q8TAB3,"126,253",Q8TAB3,Q8TAB3,Q8TAB3,Q8TAB3
14778,Q96JQ0,"346,181",Q96JQ0,Q96JQ0,Q96JQ0,Q96JQ0
14779,Q9Y5I3,"102,952",Q9Y5I3,Q9Y5I3,Q9Y5I3,Q9Y5I3
14780,Q9UN67,"87,621",Q9UN67,Q9UN67,Q9UN67,Q9UN67
14781,Q9Y5H8,"102,428",Q9Y5H8,Q9Y5H8,Q9Y5H8,Q9Y5H8
